Course,City,State/Province,Country,Postal Code,# Holes,Rating,Approximate_Lat,Approximate_Lon
Hocking College Logan,Logan,Ohio,United States,43138,9,0,39.518345,-82.414100
Holiday Lakes Disc Golf Course,Willard,Ohio,United States,44890,9,0,41.085172,-82.710562
Hudson Springs Park Disc Golf Course,Hudson,Ohio,United States,44236,18,3.2,41.246425,-81.449582
Indian Riffle Park,Kettering,Ohio,United States,45420,18,3,39.718818,-84.129169
Jackson Lake Park,Canal Winchester,Ohio,United States,43110,9,0,39.826682,-82.800074
Jeremy Lewis Memorial Disc Golf Course at Deer Creek State Park,Mt Sterling,Ohio,United States,43143,18,5,39.712424,-83.288720
Johnson Hills Park,Cincinnati,Ohio,United States,45244,9,4,39.114249,-84.326468
Johnson UMC Disc Golf Course,Norton,Ohio,United States,44203,18,4,41.020888,-81.628652
Karl Von Coldewey Disc Golf at Leming Community Park,Milford,Ohio,United States,45150,9,3,39.166379,-84.230308
Karohl Park Disc Golf Course,Beavercreek,Ohio,United States,45431,18,4.5,39.763798,-84.084225
Kent State University -Trumbull,Warren,Ohio,United States,44483,9,0,41.263566,-80.816754
Kinslow Disc Golf Course,Sunbury,Ohio,United States,43074,18,3.75,40.269531,-82.850655
Kokosing Dam Disc Golf Course,Fredericktown,Ohio,United States,43019,9,0,40.492940,-82.578515
Lake Erie Islands Resort,Port Clinton,Ohio,United States,43452,9,2.5,41.515792,-82.980945
Lake Loramie State Park,Minster,Ohio,United States,45845,18,0,40.331338,-84.382544
Lake Lorelei,Fayetteville,Ohio,United States,45118,9,0,39.172249,-83.934069
Lake Shore Park,Ashtabula,Ohio,United States,44004,18,4.333335,41.855940,-80.791866
Lakengren Disc Golf Course,Eaton,Ohio,United States,45320,9,0,39.750639,-84.681424
Lakeview Church of God,Parma,Ohio,United States,44130,18,0,41.376642,-81.787317
Lakeview Pines at Mt. Gilead State Park,Mt. Gilead,Ohio,United States,43338,9,0,40.564167,-82.760333
Leisure Park Disc Golf Course,Delphos,Ohio,United States,45833,9,0,40.834219,-84.348665
Lexington Disc Golf Course,Lexington,Ohio,United States,73051,6,0,35.031807,-97.246363
Lobdell Reserve Disc Golf Course,Alexandria,Ohio,United States,43001,18,3.75,40.088034,-82.613930
Logan High School,Logan,Ohio,United States,43138,18,0,39.518345,-82.414100
Lourdes University,Sylvania,Ohio,United States,43560,9,0,41.700591,-83.738852
Lynn-Hunkler Memorial Park DGC,Morristown,Ohio,United States,43759,18,3.333335,40.065535,-81.073453
Malone University Disc Golf Course,Canton,Ohio,United States,44708,9,3,40.817882,-81.435881
Marion Township Park,Maria Stein,Ohio,United States,45860,9,3,40.400330,-84.517378
Mary Rutan Disc Golf Course,Bellefontaine,Ohio,United States,43311,18,3.75,40.365633,-83.756432
Marysville Disc Golf Course,Marysville,Ohio,United States,43040,18,2.5,40.260321,-83.359047
Mason Sports Park Disc Golf Course,Mason,Ohio,United States,45036,9,3,39.444049,-84.214131
McComb Panther 335 Disc Golf Course,McComb,Ohio,United States,45858,18,0,41.106604,-83.804696
Meadowbrook Disc Golf Course,Bascom,Ohio,United States,44809,18,0,41.133496,-83.288945
Medina Assembly of God Sports Complex,Medina,Ohio,United States,44256,9,0,41.139872,-81.860559
Memorial Park,St. Clairsville,Ohio,United States,43950,18,4.5,40.096889,-80.924669
Miami University Hamilton,Hamilton,Ohio,United States,45011,18,3,39.426562,-84.497608
Miami University Oxford,Oxford,Ohio,United States,45056,18,2,39.490929,-84.744187
Miami Whitewater Forest,Harrison,Ohio,United States,45030,9,3,39.259888,-84.759577
Mill Creek Metroparks Farm - Field,Canfield,Ohio,United States,44406,9,0,41.010880,-80.770396
Mill Creek Metroparks Farm - Forest,Canfield,Ohio,United States,44406,18,0,41.010880,-80.770396
Millikin Mile,Hamilton,Ohio,United States,45013,18,3.5,39.413632,-84.652679
Mills Lawn Disc Golf Course,Yellow Springs,Ohio,United States,45387,9,0,39.799356,-83.887616
Monroe Community Park,Monroe,Ohio,United States,45069,24,4.666665,39.346695,-84.413480
Moraine Rotary Disc Golf Course,Moraine,Ohio,United States,45439,18,3,39.699728,-84.219335
Mossy Oaks,Upper Sandusky,Ohio,United States,43351,9,0,40.825480,-83.303252
Mt Vernon Nazarene University,Mount Vernon,Ohio,United States,43050,9,0,40.373976,-82.492721
Mt. Airy Forest,Cincinnati,Ohio,United States,45233,18,3.75,39.116908,-84.672574
Muskingum College Disc Golf Course,New Concord,Ohio,United States,43762,9,0,40.025878,-81.741187
Newtonsville Disc Golf Course,Newtonsville,Ohio,United States,45158,9,0,39.181517,-84.089598
Nike Park,Parma,Ohio,United States,44130,9,4,41.376642,-81.787317
North Baltimore Village Park,North Baltimore,Ohio,United States,45872,9,0,41.188760,-83.686064
Oak Ledges Disc Golf Course at Lincoln Park,Massillon,Ohio,United States,44647,18,4,40.797864,-81.565063
Ohio Northern University,Ada,Ohio,United States,45810,21,4,40.784394,-83.813286
Ohio State University,Columbus,Ohio,United States,43210,18,3.142855,40.005435,-83.023227
Ohio University Disc Golf Course,Athens,Ohio,United States,45701,9,0,39.311963,-82.086020
Ohio University-Chillicothe,Chillicothe,Ohio,United States,45601,18,3,39.312060,-82.957071
Old Field Indian Lake State Park,Lakeview,Ohio,United States,43331,9,0,40.517943,-83.921643
Ontario Christian Church,Mansfield,Ohio,United States,44903,9,0,40.776344,-82.527634
Osage Grove Disc Golf Course,Goshen,Ohio,United States,45122,18,3,39.216745,-84.115369
Osborn Metropark Disc Golf Course,Huron,Ohio,United States,44839,9,0,41.380747,-82.556820
Osborne Park Disc Golf,Willoughby,Ohio,United States,44094,9,4,41.610724,-81.379324
OSU Marion/MTC,Marion,Ohio,United States,43302,9,0,40.599237,-83.130298
Ottawa Memorial Park Disc Golf Course,Ottawa,Ohio,United States,45875,18,3.333335,41.022008,-84.061201
Ottawa Park,Toledo,Ohio,United States,43607,18,3.166665,41.648634,-83.604132
Ottawa Park at Lima,Lima,Ohio,United States,45801,18,2.857145,40.772863,-84.034098
Outflow Disc Golf at Mosquito Lake State Park,Cortland,Ohio,United States,44410,10,0,41.346332,-80.727790
Paint Creek State Park Disc Golf Course,Bainbridge,Ohio,United States,45612,21,3.5,39.207036,-83.278831
Pastime Park Disc Golf Course,Plain City,Ohio,United States,43064,9,1.5,40.098393,-83.283538
Perry-Dice Disc Golf Course,Glenford,Ohio,United States,43739,18,0,39.903133,-82.286312
Pier-Lon Campground Disc Golf Course,Medina,Ohio,United States,44256,9,0,41.139872,-81.860559
Pike Lake State Park,Bainbridge,Ohio,United States,45612,18,4.2,39.207036,-83.278831
Poolside Disc Golf Course,Medina,Ohio,United States,44256,9,4,41.139872,-81.860559
Portage Lakes State Park Disc Golf Course,Akron,Ohio,United States,44319,18,5,40.981530,-81.527413
Rainbow Springs Camp,Loudonville,Ohio,United States,44842,18,0,40.649282,-82.224627
Recreation Park,Bryan,Ohio,United States,43506,18,3.5,41.466211,-84.557133
Red Bird Elementary School,Madison,Ohio,United States,44057,9,0,41.760117,-81.060305
Reighard Park,Wauseon,Ohio,United States,43567,9,0,41.580346,-84.161063
Reserves Park Disc Golf Course,Liberty Township,Ohio,United States,45011,9,0,39.426562,-84.497608
Reservoir Ridge Disc Golf Course,Galion,Ohio,United States,44833,24,4,40.710586,-82.793744
River View Disc Golf Course,Newark,Ohio,United States,43055,18,3.5,40.119897,-82.377784
Riverbend Disc Golf Trail,Findlay,Ohio,United States,45840,18,3.333335,41.025371,-83.651983
Riverbend Family Campground Disc Golf Course,Caledonia,Ohio,United States,43314,9,0,40.649151,-82.959413
Robinwood Links,Dayton,Ohio,United States,45424,18,0,39.843141,-84.109630
Rock Creek Run at Hedges Boyer Park,Tiffin,Ohio,United States,44883,18,5,41.123331,-83.173911
Rocky Fork State Park,Hillsboro,Ohio,United States,45133,7,0,39.161850,-83.576231
Rocky Fork State Park - South Beach,Hillsboro,Ohio,United States,45133,18,3,39.161850,-83.576231
Roscoe Ewing Park,Medina,Ohio,United States,44256,16,4.285715,41.139872,-81.860559
Rotary Park,Hicksville,Ohio,United States,43526,9,0,41.312806,-84.725309
Sabo Park,Brewster,Ohio,United States,44613,9,0,40.711536,-81.607797
Salem Disc Golf Academy,Salem,Ohio,United States,45681,21,0,39.308342,-83.256236
Sam Masi Park Disc Golf Course,Medina,Ohio,United States,44256,11,0,41.139872,-81.860559
Scenic Vista,Lisbon,Ohio,United States,44432,18,0,40.745661,-80.765924
Schneider Park,Canton,Ohio,United States,44721,9,0,40.892581,-81.332063
Scioto Banks Disc Golf Course,Kenton,Ohio,United States,43326,9,0,40.639365,-83.614912
Scioto Grove Disc Golf Course,Grove City,Ohio,United States,43123,18,2.5,39.866719,-83.115570
Sherwood Forest Park Disc Golf,Sherwood,Ohio,United States,43556,9,0,41.303304,-84.563729
Silver Creek Metro Park,Norton,Ohio,United States,44203,18,0,41.020888,-81.628652
Sims Park Disc Golf Course,Euclid,Ohio,United States,44123,21,3.666665,41.604699,-81.524123
Simsbury Disc Golf Course,Pickerington,Ohio,United States,43147,18,4,39.897782,-82.744035
Skyview Ranch,Millersburg,Ohio,United States,44654,9,0,40.537937,-81.870867
South Point High School,South Point,Ohio,United States,45680,9,0,38.467808,-82.546829
Springwood Camp Club Disc Golf Course,East Spart,Ohio,United States,44626,9,0,40.688904,-81.381772
Squirrel Run Disc Golf at Mosquito Lake State Park,Cortland,Ohio,United States,44410,18,4,41.346332,-80.727790
St. Bernard Disc Golf Course,Cincinnati,Ohio,United States,45217,8,0,39.166056,-84.497807
Stubbs Park Disc Golf Course,Centerville,Ohio,United States,45458,18,0,39.602399,-84.156363
Sunny Lake Disc Golf Course,Aurora,Ohio,United States,44202,18,0,41.315087,-81.338371
Surge Disc Golf Course,Cincinnati,Ohio,United States,45223,9,0,39.170810,-84.549528
Sycamore Trails Disc Golf Course,Miamisburg,Ohio,United States,45342,18,2.8,39.629338,-84.275969
Tank Run at Malvern Park,Malvern,Ohio,United States,44644,9,0,40.687599,-81.177900
Thayer Ridge Park Disc Golf Course,Mount Vernon,Ohio,United States,43050,9,2,40.373976,-82.492721
The Grassman at West Branch State Park,Ravenna,Ohio,United States,44266,18,0,41.166250,-81.208228
The Green Course,Parma,Ohio,United States,44129,9,4,41.390459,-81.735300
The Hangar - Wingfoot Lake State Park,Suffield Township,Ohio,United States,44260,18,4,41.035186,-81.338441
The Larry Silver Nine at John Bryan State Park,Yellow Springs,Ohio,United States,45387,9,1,39.799356,-83.887616
The Players Course at Alum Creek,Galena,Ohio,United States,43021,18,3.2,40.197671,-82.873674
The Pond at Painesville Recreation Park,Painesville,Ohio,United States,44077,18,4,41.697563,-81.209740
The Sanatorium at Sawyer Ludwig Park,Marion,Ohio,United States,43302,18,3,40.599237,-83.130298
The Sasquatch at Broughton Nature and Wildlife Education Area,Marietta,Ohio,United States,45750,18,0,39.429949,-81.422175
The Twilight Zone,Canal Winchester,Ohio,United States,43110,18,3,39.826682,-82.800074
The Wayfarer's Roost Disc Golf Course,Alliance,Ohio,United States,44601,9,0,40.918593,-81.128745
The Woodsman Disc Golf Course,Ontario,Ohio,United States,44906,18,5,40.767349,-82.572626
The Worthington Flats,Worthington,Ohio,United States,43085,9,0,40.100924,-83.013402
Thompson Park Disc Golf,East Liverpool,Ohio,United States,43920,27,3.75,40.677362,-80.594945
Tipp City Disc Golf Course,Tipp City,Ohio,United States,45371,18,3,39.939546,-84.160640
Twin Creek Disc Golf Course,Germantown,Ohio,United States,45327,27,3.25,39.628760,-84.403005
Upper Sandusky Reservoir Disc Golf Course,Upper Sandusky,Ohio,United States,43351,18,3.5,40.825480,-83.303252
Urbana Hilltop Disc Golf at Melvin Miller Park,Urbana,Ohio,United States,43078,18,4.25,40.117639,-83.783790
Van Buren State Park Disc Golf Course,Van Buren,Ohio,United States,45889,18,0,41.152611,-83.638601
Veterans Memorial Disc Golf Course,Hilliard,Ohio,United States,43026,18,0,40.020850,-83.194413
Veterans Park,Genoa,Ohio,United States,43430,9,0,41.522189,-83.369834
Wadsworth Memorial Disc Golf Course,Wadsworth,Ohio,United States,44281,9,0,41.059816,-81.741072
Walnut Hill Disc Golf Course,Columbus,Ohio,United States,43232,18,4.333335,39.920951,-82.870492
Walsh Park Disc Golf Course,Fremont,Ohio,United States,43420,18,3.5,41.357927,-83.110237
WC Griffith Disc Golf Course at Faircrest Park,Canton,Ohio,United States,44706,9,0,40.753525,-81.418645
West Branch State Park,Ravenna,Ohio,United States,44266,9,0,41.166250,-81.208228
West Milton Municipal Park,West Milton,Ohio,United States,45383,9,3,39.955577,-84.343208
West Unity Memorial Park,West Unity,Ohio,United States,43570,9,0,41.588117,-84.441141
Westbrook Park Disc Golf Course,Clayton,Ohio,United States,45415,18,3.333335,39.835581,-84.257387
Whispering Hills RV Park,Shreve,Ohio,United States,44676,9,1,40.690773,-82.033794
Wick Park Disc Golf Course,Youngstown,Ohio,United States,44504,9,5,41.123512,-80.654651
Wildwood Park,Louisville,Ohio,United States,44641,10,3,40.857398,-81.246485
Willard City Park,Willard,Ohio,United States,44890,9,0,41.085172,-82.710562
William Harbin Park,Fairfield,Ohio,United States,45014,18,3.333335,39.325714,-84.552390
Williamsburg Community Park,Williamsburg,Ohio,United States,45176,19,3.5,39.079262,-84.029729
Wilmington College Disc Golf Course,Wilmington,Ohio,United States,45177,9,0,39.460731,-83.844295
Wilson Park,Middletown,Ohio,United States,45044,9,2.5,39.482404,-84.410243
Winton Woods (Hamilton County),Cincinnati,Ohio,United States,45218,18,2.2,39.263764,-84.518217
Wittenberg University,Springfield,Ohio,United States,45504,9,3,39.946844,-83.867277
Woodchuck Ridge Disc Golf Course at Dillon State Park,Nashport,Ohio,United States,43830,18,3,40.067239,-82.139849
Woodland Mound Park,Cincinnati,Ohio,United States,45255,18,3.25,39.059554,-84.328333
Woodlands Park,Perrysburg,Ohio,United States,43551,18,4.5,41.517951,-83.572004
Wright Field Disc Golf Course,Wright-Patterson AFB,Ohio,United States,45433,9,3,39.821888,-84.049935
Xenia Rotary Disc Golf Course,Xenia,Ohio,United States,45385,18,4,39.669076,-83.913955
Yellow Springs High School Disc Golf Course,Yellow Springs,Ohio,United States,45387,9,1,39.799356,-83.887616
Arcadia Lake - Blue,Oklahoma City (Edmond),Oklahoma,United States,73013,18,0,35.618788,-97.484375
Arcadia Lake - Red,Oklahoma City (Edmond),Oklahoma,United States,73013,18,3.5,35.618788,-97.484375
Bacone College Disc Golf Course,Muskogee,Oklahoma,United States,74403,9,0,35.670516,-95.306945
Big Bend Disc Golf Course,Canton,Oklahoma,United States,73724,18,0,36.052152,-98.663719
Blackhawk,Tulsa,Oklahoma,United States,74115,18,0,36.199197,-95.908785
Boomer Lake Park,Stillwater,Oklahoma,United States,74075,18,0,36.169169,-97.083226
Briscoe Boy Scout Park,Shawnee,Oklahoma,United States,74801,7,0,35.315129,-96.969671
Bristow Disc Golf Course,Bristow,Oklahoma,United States,74010,9,0,35.814546,-96.363831
Broadlawn Park,Ardmore,Oklahoma,United States,73401,18,2,34.203289,-97.115520
Buffalo Run Pro Disc Golf Course,McAlester,Oklahoma,United States,74501,18,0,34.985768,-95.790791
Cameron University,Lawton,Oklahoma,United States,73505,18,3,34.572634,-98.479102
Carl Albert Disc Golf Course,Durant,Oklahoma,United States,74701,9,0,34.006822,-96.378921
Carl Albert State College,Poteau,Oklahoma,United States,74953,9,0,35.043440,-94.610420
Centennial Park,Owasso,Oklahoma,United States,74055,18,4,36.276705,-95.819071
Chandler Park - Moose Run,Tulsa,Oklahoma,United States,74107,18,3,36.114847,-96.032320
Chandler Park - Original,Tulsa,Oklahoma,United States,74107,18,3,36.114847,-96.032320
Checotah Disc Golf Course,Checotah,Oklahoma,United States,74426,18,0,35.451697,-95.530308
Cherokee Landing State Park,Park Hill,Oklahoma,United States,74451,18,0,35.735256,-94.964139
Choctaw Creek Park - A,Choctaw,Oklahoma,United States,73020,18,0,35.458810,-97.262802
Choctaw Creek Park - B,Choctaw,Oklahoma,United States,73020,9,0,35.458810,-97.262802
City Park,Altus,Oklahoma,United States,73521,18,2,34.641313,-99.315940
Civitan Disc Golf Course,Muskogee,Oklahoma,United States,74403,18,0,35.670516,-95.306945
Claremore Lake Disc Golf,Claremore,Oklahoma,United States,74017,9,0,36.390927,-95.587689
Colonial Estates,Norman,Oklahoma,United States,73071,18,4,35.238349,-97.411896
Coon Creek,Ponca City,Oklahoma,United States,74604,6,0,36.701928,-96.982361
Copperhead Canyon YMCA,Tulsa,Oklahoma,United States,74107,18,0,36.114847,-96.032320
Course Dovillio,Tulsa,Oklahoma,United States,74114,18,4,36.126943,-95.946695
