ID,Name, Number of holes, Latitude, Longitude
2526,Nubian Palace Disc Golf Course,18,48.33,-116.44
2527,NW Missouri State University,18,40.35,-94.89
2528,O. T. Sloan Park,18,35.47,-79.16
2529,Oahe Downstream Powerhouse,18,44.44,-100.39
2530,Oak Grove City Park,18,32.86,-91.39
2531,Oak Grove (Hahamongna Park),21,34.19,-118.18
2532,Oak Grove Park,18,46.88,-96.77
2533,Oak Grove Regional Park - Gold,18,38.06,-121.37
2534,Oak Grove Regional Park - Purple,19,38.05,-121.36
2535,Oak Island Disc Golf Course at Bancroft Bay Park,18,43.67,-93.38
2536,Oak Knoll Golf Course,18,44.93,-123.16
2537,Oak Ledges Disc Golf Course at Lincoln Park,18,40.80,-81.54
2538,Oak Meadow Park Disc Golf Course,18,29.96,-95.72
2539,Oak Mountain,18,43.52,-74.36
2540,Oak Park,18,37.71,-97.36
2541,Oak Ridge Disc Golf,18,42.64,-72.53
2542,Oak Ridge Park,18,40.61,-74.35
2543,Oakboro District Park,18,35.22,-80.32
2544,Oakcrest Cove Disc Golf Course,36,41.70,-70.49
2545,Oaks At Merrill Gray Farm,18,34.18,-81.13
2546,The Oaks,27,41.52,-87.88
2547,Oakwood Nature Park,18,42.98,-90.63
2548,Oakwood Park,18,44.84,-92.96
2549,The Oasis at Warwick,18,41.30,-74.39
2550,The Oasis,18,47.04,-117.66
2551,O'Brien Park,18,36.24,-95.96
2552,Ocala Greenway Disc Golf Course,24,29.16,-82.03
2553,Ocean County Park Disc Golf Course,18,40.09,-74.19
2554,Ockie Wisting Disc Golf Course,18,39.02,-74.90
2555,Oconee National Disc Golf Complex,54,34.65,-82.92
2556,OCYMCA,18,38.37,-85.45
2557,Office Bridge at Portal Park,18,43.76,-122.50
2558,Ogeechee Crossing Disc Golf Park,18,33.00,-82.43
2559,Ogemaw Hills Disc Golf Course,18,44.27,-84.21
2560,Oggwood Private Disc Golf Course,18,36.57,-86.93
2561,O'Hauser Park,18,44.21,-88.51
2562,Ohio County Park Disc Golf Course,18,37.46,-86.88
2563,Ohio Northern University,21,40.77,-83.83
2564,Ohio State University,18,40.00,-83.04
2565,Ohio University-Chillicothe,18,39.33,-83.00
2566,Ohio Valley University,18,39.31,-81.54
2567,Oil City Disc Golf Course,18,41.43,-79.69
2568,Oil Creek Family Campground,27,41.56,-79.67
2569,Okeeheelee Park,18,26.65,-80.16
2570,Oklahoma Baptist University,18,35.36,-96.93
2571,Okoboji Gold Disc Golf Course at Kenue Park,18,43.40,-95.14
2572,Ol' Colony Disc Golf Course,18,33.26,-87.54
2573,Old Airport Disc Golf Course,20,44.05,-83.70
2574,Old City Park Disc Golf Course,18,38.54,-109.50
2575,Old Farm Park,18,42.88,-85.61
2576,Old Man at Lake Casitas,20,34.42,-119.34
2577,Old Mill Disc Golf Course,18,43.74,-122.45
2578,Old Oaks Disc Golf Course,18,37.56,-97.34
2579,Old Pike Country Club,18,39.19,-94.58
2580,Old Post Park Disc Golf Course,18,35.25,-93.16
2581,Old Sawmill,24,36.60,-121.94
2582,Old Settlers' Park - South,18,30.54,-97.62
2583,Old Settlers' Park,18,30.54,-97.63
2584,Old Town Disc Golf Course,18,46.51,-87.61
2585,Old Trace Park,18,32.43,-90.08
2586,Old Warrior Run at Trace State Park,18,34.26,-88.89
2587,Oldsmar Disc Golf Course,18,28.04,-82.70
2588,Ole Miss Disc Golf Course at University of Mississippi,23,34.36,-89.56
2589,Oliver Park Disc Golf Course,18,33.09,-86.77
2590,Olla Sports Complex,18,31.90,-92.24
2591,Optimist Disc Golf Course,27,40.27,-103.80
2592,Optimist Park Disc Golf Course,18,43.13,-115.72
2593,Orange County Disc Golf Course,18,38.20,-78.13
2594,Orange Crush,18,39.46,-80.14
2595,Orangebrook Country Club,18,26.01,-80.17
2596,Orchard Disc Golf Course,18,38.10,-97.88
2597,Oregon House Disc Golf Course,18,39.33,-121.27
2598,Oregon Park,18,33.96,-84.66
2599,Osage Grove Disc Golf Course,24,39.23,-84.15
2600,Osceola Disc Golf Course,18,41.05,-93.77
2601,Oshtemo Township Park,18,42.29,-85.69
2602,Oso Canyon Disc Golf Course,18,33.40,-105.69
2603,Osprey Disc Golf Course at Benton Beach,18,45.75,-94.17
2604,Ossian Disc Golf Course,18,40.88,-85.16
2605,Ottawa Memorial Park Disc Golf Course,18,41.03,-84.04
2606,Ottawa Park at Lima,18,40.75,-84.05
2607,Ottawa Park,18,41.66,-83.59
2608,Otter Brook Disc Golf Course,18,42.97,-72.23
2609,Otter Creek Park,27,37.94,-86.05
2610,Ouachita Baptist University Disc Golf Course,18,34.13,-93.06
2611,The Outback Disc Golf Course,18,40.42,-104.79
2612,Outdoor Adventure Center,18,33.24,-95.92
2613,Outwater Park,18,43.18,-78.70
2614,Overlook Community Park,18,40.09,-76.32
2615,Owens Field Park,21,33.98,-81.00
2616,Ox Bow County Park,24,41.64,-85.91
2617,Ox Bow Trail Disc Golf Course,18,41.04,-96.36
2618,Oxbow Disc Golf,18,44.01,-72.11
2619,Oxbow Falls Park,18,43.03,-75.74
2620,Oyster Bay Disc Golf Course,18,37.71,-122.19
2621,Ozark Disc Golf at West Side Park,18,35.49,-93.85
2622,PJ Irvin Disc Golf Course,18,40.46,-89.01
2623,Pa Davis Disc Golf Course,18,30.23,-91.99
2624,Paducah Disc Golf Course,18,37.09,-88.66
2625,Page Park,18,41.68,-72.93
2626,Pageant Hill,18,43.76,-103.59
2627,The Pond at Painesville Recreation Park,18,41.73,-81.24
2628,Paint Creek State Park Disc Golf Course,21,39.27,-83.38
2629,Palm Bay Regional Disc Golf Course,18,28.01,-80.73
2630,Rockin' The Rails,18,39.13,-104.91
2631,Detroit Palmer Park,18,42.42,-83.12
2632,Palmetto Bay Village Center,21,25.60,-80.31
2633,Green Gauntlet at Palmetto Point Park,18,28.87,-81.67
2634,Palmore Park,18,33.18,-87.61
2635,Palmyra Orange at Flower City Park,18,39.80,-91.53
2636,Palo Duro Lake Disc Golf Course,18,36.42,-101.19
2637,Pamperin Park Disc Golf Course,18,44.55,-88.10
2638,Panhandle Kiwanis Disc Golf Course at Cherry Hill,18,47.69,-116.76
2639,McComb Panther 335 Disc Golf Course,18,41.11,-83.78
2640,Panther Creek Park,18,37.72,-87.22
2641,Panther Creek State Park Disc Golf Course,18,36.21,-83.41
2642,Panther Highlands Disc Golf Course,18,42.50,-76.29
2643,Panther Prowl Disc Golf Course,18,34.00,-88.47
2644,Panther's Den,18,38.36,-76.44
2645,Panthorn Park,18,41.57,-72.92
2646,Paradise Pointe - Beaver Creek,18,39.41,-94.55
2647,Paradise Pointe - Blackthorn,18,39.41,-94.55
2648,Paradise Pointe - Woodhenge,18,39.41,-94.54
2649,Paradise,18,43.94,-123.02
2650,Parc des Familles Disc Golf Course,18,29.80,-90.09
2651,Park Circle Disc Golf Course,19,32.88,-79.99
2652,Park City Disc Golf Course at Veteran's Park,18,41.22,-73.24
2653,Parker's Pasture,18,33.59,-83.86
2654,Parkside Elementary School,18,44.07,-89.31
2655,Broda Disc Golf Course at Veterans Memorial Park,18,41.39,-81.72
2656,Parma Disc Golf Course,18,43.25,-77.79
2657,Parmalee Park,18,41.77,-83.63
2658,Parowan Canyon,27,37.82,-112.81
2659,Paschall Park,18,32.76,-96.61
2660,Paseo Vista Recreation Area,18,33.25,-111.83
2661,The Pasture Disc Golf Course,18,34.84,-85.05
2662,Patapsco Valley State Park,18,39.36,-76.88
2663,Patoka Lake State Rec Area,18,38.40,-86.65
2664,The Patriot Disc Golf Course at Triad Park,18,36.11,-80.03
2665,Saxet Lake Disc Golf Course at Patriot's Park,18,28.77,-97.03
2666,Patriot's Park,18,38.90,-89.44
2667,Patriots Park Disc Golf Course,18,33.52,-82.23
2668,Pattee Canyon,18,46.83,-113.95
2669,Patterson Lake Disc Golf Course,18,46.87,-102.84
2670,Paul B. Johnson State Park - Desert Fox,18,31.14,-89.24
2671,Paul B. Johnson State Park - Winter Fox DGC,18,31.14,-89.24
2672,Paulina View,18,43.67,-121.52
2673,Pauls Valley Flightline Disc Golf Course,18,34.71,-97.22
2674,Pawhuska Disc Golf Course,18,36.66,-96.35
2675,Payson Canyon Disc Golf Course,18,40.01,-111.71
2676,PC18 at Peace Chapel Assembly of God,18,37.36,-93.21
2677,Peaks View Park,18,37.42,-79.23
2678,Pearl River Landing,18,31.28,-89.85
2679,Pearsall Park Disc Golf Course,18,29.35,-98.60
2680,Pecan Acres Park,18,31.62,-94.64
2681,Pecan Grove DiscGolfPark,18,32.90,-96.55
2682,Pecan Grove West,18,33.66,-96.65
2683,Pecan Grove Winfield Fairgrounds,18,37.24,-97.01
2684,Pecan Valley - Oklahoma Open Championship Course,18,36.21,-95.92
2685,Peccole Ranch,18,36.16,-115.31
2686,Pendleton Fairways Disc Golf Course,18,38.00,-77.53
2687,Pendleton King Park,18,33.46,-82.01
2688,Pendleton Rotary Disc Golf Course,18,45.65,-118.83
2689,Peninsula Disc Golf Course,18,46.37,-124.05
2690,Peninsula Park Disc Golf Course,18,41.67,-91.56
2691,Pere Marquette Park Disc Golf Course,18,37.99,-90.06
2692,Peregrine Point at Bidwell Park,18,39.78,-121.73
2693,Perkerson Park,18,33.71,-84.41
2694,Perry Championship Disc Golf Course,18,36.28,-119.31
2695,Perry-Dice Disc Golf Course,18,39.89,-82.32
2696,Perry Outback Disc Golf Course,18,36.28,-119.31
2697,Perryville City Park Disc Golf Course,18,37.72,-89.85
2698,Persimmon Ridge Disc Golf Course,18,35.28,-92.32
2699,Peru Municipal Golf Course,18,40.73,-86.06
2700,Pessimist DiscGolfPark,18,40.27,-103.77
2701,Peter Pan Park - Optimist Disc Golf Course,18,38.39,-96.19
2702,Peters Creek Disc Golf Course,18,61.40,-149.46
2703,Pettibone Park,27,43.82,-91.27
2704,The Pfarmx,18,44.06,-92.78
2705,Pfrommer Woods,27,43.26,-77.14
2706,PGA National Park,18,26.81,-80.14
2707,Phantom Falls Disc Golf Course,30,39.42,-105.33
2708,Pharaoh's Tomb at White Bank Park,18,37.28,-77.38
2709,Pharoah's Way Disc Golf Course,18,37.72,-88.94
2710,Phil Moore Park,18,36.90,-86.39
2711,Philmont Scout Ranch,18,36.46,-104.95
2712,Phoenix Disc Golf Course at WI School for the Deaf,18,42.63,-88.66
2713,Pickard Park,18,41.36,-93.53
2714,Pickwick Plantation,18,35.02,-88.24
2715,Picnic Island Disc Golf,18,27.85,-82.55
2716,Picuris Pueblo Disc Golf Course,20,36.19,-105.71
2717,Pier Park,18,45.60,-122.76
2718,Pike Lake State Park,18,39.16,-83.22
2719,Pim Farms,18,34.41,-79.91
2720,Pin High Disc Golf,18,44.26,-70.05
2721,Boulder Woods at Pinchot State Park,18,40.07,-76.89
2722,Quaker's Challenge at Pinchot State Park,18,40.07,-76.90
2723,Pine Acres,18,44.16,-70.24
2724,Pine Cone Crush at Reservoir Park,18,35.21,-79.40
2725,Pine Grove Middle School,18,39.41,-76.53
2726,Pine Hills Disc Golf Course - North,18,42.89,-84.34
2727,Pine Hills Golf Club,18,41.30,-88.84
2728,Pine Lake Disc Golf Course,18,34.46,-82.58
2729,Pine Nursery,18,44.09,-121.27
2730,The Pine Nuts Disc Golf Course,18,38.91,-119.68
2731,Pine Valley Golf Course,18,34.91,-92.21
2732,Pine Valley at Scott Park,18,37.23,-77.29
2733,Pine View Campground at Fort McCoy,18,44.02,-90.70
2734,Pine View Park,18,37.10,-113.52
2735,Pine Woods Park,18,43.03,-78.87
2736,Pinebrook Disc Golf Course,18,41.03,-75.21
2737,Pinecrest Disc Golf Course,18,44.58,-88.11
2738,Pineland Farms Disc Golf - Patriot,18,43.90,-70.26
2739,Pineland Farms - Minuteman,18,43.90,-70.26
2740,The Rendevous Disc Golf Course,18,46.68,-90.91
2741,The Pines Disc Golf Course,18,30.36,-90.02
2742,The Pines at Shenango Lake,18,41.27,-80.46
2743,The Pines,18,43.31,-84.15
2744,Pinestraw Ranch,18,33.96,-80.75
2745,Piney Lake Disc Golf Course,18,36.00,-79.76
2746,Piney Woods Country Club,18,31.54,-94.69
2747,Pinnacle,18,43.38,-72.18
2748,Pinson Bicentennial Park,18,33.68,-86.68
2749,Pinto Lake Championship Disc Golf Course,20,36.96,-121.77
2750,Pioneer Legends Disc Golf Course at Riverside Park,18,41.85,-103.68
2751,Pioneer Park,21,31.58,-94.66
2752,Pioneer Park,18,42.10,-88.84
2753,Pioneer Park Disc Golf Course,18,40.63,-103.24
2754,Pioneer Park Disc Golf Course,18,39.94,-120.91
2755,Pioneer Park Disc Golf Course,18,40.08,-106.10
2756,Pioneer Park,18,38.61,-120.70
2757,Pioneer Trail at Rodeo Park,18,40.65,-91.32
2758,Pioneer Trail Park,24,45.80,-87.08
2759,The Pipeline,18,34.90,-81.91
2760,Pipestem State Park Disc Golf Course,18,37.53,-81.00
2761,Pirates Ridge Disc Golf Course,18,36.12,-92.14
2762,Pisgah Park Disc Golf Course,18,33.96,-81.30
2763,Pittsfield Lake Disc Golf Course,18,39.64,-90.75
2764,Pittsford Disc Golf Course,18,43.71,-73.02
2765,Plamann Apple Creek 18,18,44.33,-88.38
2766,Plantation Heritage Disc Golf Course,18,26.11,-80.22
2767,Plantation Park Disc Golf Course,18,41.22,-80.23
2768,Plantation Ruins at Winget,18,35.14,-80.96
2769,The Players Course at Alum Creek,18,40.20,-82.95
2770,The Players Course at Lake Olmstead,18,33.49,-82.01
2771,Pleasant Grove Park,18,37.87,-78.29
2772,Pleasant Hill Disc Golf,18,43.59,-70.30
2773,Pleasant View Disc Golf Course,18,37.41,-86.42
2774,Pleasant View Disc Golf Course,18,35.32,-93.15
2775,Pleasure Island: Berry's Treasure,18,29.86,-93.93
2776,Phoenix Ladies Open South Course,18,33.46,-111.91
2777,Pocatello Sunrise Lions Club Disc Golf Course - North,18,42.74,-112.39
2778,Pocatello Sunrise Lions Club Disc Golf Course - South,18,42.74,-112.39
2779,Lower Shore YMCA,18,38.08,-75.54
2780,Pohick Bay Regional Park,18,38.67,-77.17
2781,Pomerelle Mountain Disc Golf Course,18,42.32,-113.61
2782,Pomona Lake - Wolf Creek,18,38.68,-95.57
2783,Poncha Springs,18,38.50,-106.08
2784,Ponder Hills,18,42.61,-83.93
2785,Ponderosa Park,18,34.50,-112.49
2786,The Ponds at Lakeshore,18,42.21,-83.56
2787,Poor House Farm Disc Golf,18,39.46,-78.04
2788,Porcupine Mountains Disc Golf Course,18,46.82,-89.65
2789,Porcupine Ridge Disc Golf,18,44.37,-69.70
2790,Portage Lakes State Park Disc Golf Course,18,40.97,-81.55
2791,The Portal at Rose Park Golf Course,18,40.80,-111.94
2792,Portola Riverwalk Disc Golf Course,18,39.81,-120.47
2793,Breton Creek Disc Golf Course,18,37.92,-90.78
2794,Potter's Grove at Presnell Park,18,35.56,-79.78
2795,Powder Mill Disc Golf,18,46.57,-87.41
2796,Prado Regional Park Disc Golf Course,18,33.95,-117.65
2797,Prairie Center Park,18,38.89,-94.85
2798,Prairie Course at Leaning Rock,18,41.17,-104.06
2799,Prairie Dog State Park,18,39.81,-99.94
2800,The Prairie at Graham Creek Nature Preserve,18,30.35,-87.62
2801,Prairie Island Park Disc Golf Course,18,44.08,-91.68
2802,Pratt Park,18,38.31,-77.46
2803,Preisker Disc Golf Course,18,34.99,-120.44
2804,The Preserve Disc Golf Course,18,40.42,-75.23
2805,The Preserve at Graham Creek Nature Preserve,18,30.35,-87.62
2806,The Preserve at Crossroads,18,40.41,-86.12
2807,Preston Miller Water Park,18,36.98,-86.49
2808,Pretty Woman,23,34.16,-99.32
2809,Prickly Pines,18,39.37,-104.59
2810,Pride Park Disc Golf Course,18,37.22,-95.71
2811,Prides Creek Park Disc Golf Course,18,38.49,-87.26
2812,Prince Gallitzin State Park,18,40.67,-78.54
2813,Princeton City Park,18,37.36,-81.11
2814,Princeton Country Club,18,38.39,-87.59
2815,Princeville Mauka Disc Golf Course,18,22.22,-159.48
2816,Project Bad Apple Disc Golf Course,18,39.34,-82.98
2817,Promised Land Disc Golf Preserve,18,36.02,-96.94
2818,Prompton State Park Lake Disc Golf Course,36,41.59,-75.33
2819,Pronghorn Ridge at Madison Meadows Golf Course,18,45.36,-111.75
2820,Propst Park,18,33.50,-88.39
2821,Prospect Park,18,42.72,-73.68
2822,Prospect Park,18,41.48,-90.51
2823,Pueblo City Park,18,38.26,-104.66
2824,Pug Ugly Mine Disc Golf at Quinones Park,18,38.19,-120.67
2825,Pulaski County Park (Bottom),18,37.07,-84.70
2826,Pulaski County Park (Top),18,37.07,-84.70
2827,Pulaski Park,18,44.67,-88.23
2828,Pulaski Park,18,41.65,-87.52
2829,Purdue Northwest,18,41.59,-86.90
2830,Purser Family Park Disc Golf,18,31.06,-97.68
2831,Pye Brook Park Disc Golf Course,20,42.66,-70.96
2832,Pymatuning State Park,18,41.50,-80.47
2833,Pyramids,18,42.28,-71.89
2834,Quail Creek One Disc Golf Course,18,34.39,-86.87
2835,Quail Ridge,18,38.80,-90.84
2836,Quaker Hill Disc Golf,21,44.65,-69.68
2837,The Quarries Disc Golf,18,44.16,-72.47
2838,The Quarry Golf Course,20,28.55,-82.40
2839,Quarry Run at Augusta Disc Golf,18,44.29,-69.77
2840,Quevira Disc Golf Course,18,38.56,-97.83
2841,Quosatana,18,42.56,-124.06
2842,Rabbit Flats Disc Golf Course,18,34.21,-118.87
2843,Rabbit Run,18,38.37,-75.46
2844,Raby Park,18,31.43,-97.75
2845,Radcliff Disc Golf,18,37.86,-85.96
2846,Rainbow Acres,18,45.05,-94.10
2847,Rainbow City Disc Golf Course,18,33.94,-86.07
2848,Rainbow Springs Camp,18,40.56,-82.27
2849,Rainshadow Disc Golf Park,18,48.05,-122.98
2850,Rampart Disc Golf Course,18,38.95,-104.77
2851,The Ranch at Old River,20,37.77,-121.41
2852,The Ranch at Rancho San Rafael,18,39.55,-119.83
2853,The Ranch,18,29.68,-97.30
2854,Rancho Corralitos,18,36.99,-121.76
2855,Rancho Del Sol DiscGolfPark,18,33.90,-117.17
2856,Rancho Murieta Disc Golf Course,18,38.49,-121.07
2857,Rand Park,18,40.41,-91.38
2858,Randolph Park Disc Golf Course,18,37.09,-80.70
2859,Rankin Lake Disc Golf Course,18,35.29,-81.19
2860,Rapid Run Park,18,39.12,-84.59
2861,Raptor's Roost - Talon,18,38.09,-78.15
2862,Raptor's Roost - Wing,18,38.09,-78.15
2863,Raton Country Club,18,36.89,-104.46
2864,Bow Wow Trails at Holmes Community College,18,32.97,-89.92
2865,Raven's Bowl,18,59.23,-135.46
2866,Ravenshire Disc Golf Course,20,39.34,-86.95
2867,Ray Richards Disc Golf Course,18,47.92,-97.08
2868,Re-Tire Disc Golf,27,36.44,-95.48
2869,Recreation Park,18,38.79,-94.46
2870,Recreation Park,18,41.47,-84.56
2871,Red Arrow Park,18,44.03,-88.58
2872,Red Hawk East at Independence Lake,18,42.41,-83.80
2873,Red Hawk Ridge,18,36.99,-121.81
2874,Red Hawk West at Independence Lake,18,42.41,-83.80
2875,Red Land High School Disc Golf Course,18,40.18,-76.85
2876,Red Mountain - North,18,33.43,-111.66
2877,Red Mountain - South,18,33.43,-111.67
2878,Red River Disc Golf Course,18,44.42,-124.06
2879,Red River Ski Area,21,36.71,-105.41
2880,Red Tail Ridge Disc Golf Course,18,38.30,-87.55
2881,Redeemer Blue Disc Golf Course,18,38.34,-81.69
2882,Redeemer White Disc Golf Course,18,38.34,-81.69
2883,Redhawk,18,36.21,-95.90
2884,Redline Disc Golf Course,18,33.52,-112.24
2885,Redstone Arsenal,21,34.68,-86.64
2886,Redwood Coast Rec Center,18,38.80,-123.53
2887,The Redwood Curtain at Humboldt State University,18,40.87,-124.07
2888,Reed Canal Park Disc Golf Course,18,29.15,-81.02
2889,Reedy Creek Park,18,35.27,-80.72
2890,Regional Disc Golf Course,18,34.21,-97.16
2891,The Regulator at Cedarock Park,18,35.99,-79.44
2892,Reidy Creek Disc Golf,18,33.17,-117.09
2893,Reinhardt University,18,34.32,-84.55
2894,Renaissance Park - Pro Players,18,35.17,-80.90
2895,Renaissance Park - RenSke,18,35.18,-80.91
2896,Renaissance Park - Gold,18,35.17,-80.90
2897,North Sandusky Disc Golf Course,18,38.07,-88.99
2898,Rendezvous Ranch,18,38.98,-108.68
2899,Research Park,18,30.60,-96.36
2900,The Reservation,21,31.40,-92.49
2901,The Reservation,18,30.76,-88.08
2902,Reservoir Hill,18,37.26,-107.01
2903,Reservoir Park Disc Golf Course,18,34.78,-92.37
2904,Reservoir Ridge Disc Golf Course,24,40.71,-82.82
2905,Revelation Mountain,18,33.59,-86.31
2906,The Rez Disc Golf Course at Ross Barnett Reservoir,18,32.39,-90.03
2907,Rich Ranch,21,37.22,-96.96
2908,Richland Park,18,43.42,-84.22
2909,Richlands-Steed Park,21,34.90,-77.52
2910,Richmond Hill Middle School (Campus Clash Layout),20,31.85,-81.31
2911,Richmond Hill Park,18,41.44,-90.17
2912,Richmond Hill,18,35.62,-82.59
2913,Richmond Lake State Rec. Area,18,45.54,-98.61
2914,Rick's Revenge,18,38.46,-120.04
2915,The Ridge,18,39.51,-76.61
2916,The Ridge,18,36.87,-82.77
2917,The Ridge at Pleasant Ridge Park,18,42.01,-80.27
2918,Ridge Runner,18,36.02,-90.67
2919,Ridge Runner Disc Golf Course,18,43.64,-75.42
2920,The Ridge,18,33.81,-86.51
2921,Ridgecrest Conference Center,18,35.62,-82.27
2922,Riggs Park,18,43.83,-88.81
2923,Rillito River Park Disc Golf Course,18,32.29,-111.01
2924,The Rim Rock Disc Golf Course,18,38.32,-111.38
2925,Riney B Disc Golf Course,18,37.90,-84.57
2926,Ring Brook Disc Golf,18,43.58,-72.20
2927,Rio Grande River Retreat,18,37.65,-106.24
2928,Rita Blanca Disc Golf Course,18,36.04,-102.50
2929,River Bends,24,42.65,-83.05
2930,River Birch Prairie,18,36.67,-93.87
2931,River City Nature Park - Alpha,18,28.85,-81.34
2932,River City Nature Park - Barwick,18,28.85,-81.34
2933,Fox's Bend at Riverside Park,18,28.81,-97.03
2934,The River Course,18,32.47,-85.00
2935,River Grove Disc Golf Course,18,30.03,-95.21
2936,River Oaks Golf Course,18,37.61,-120.93
2937,River Park Disc Golf Course,18,42.06,-86.45
2938,River Pointe Church Disc Golf Course,18,29.56,-95.70
2939,River Ranch Disc Golf Course,18,40.39,-104.99
2940,River Road Sports Complex,24,45.35,-84.95
2941,North Cove - River Run,18,35.89,-81.94
